ID,FQA_USDASymbol,FQA_USDASymbolOrigin,FQA_Family,FQA_SciName_withAuthority,FQA_SciName_noAuthority,FQA_Genus,FQA_Species,FQA_Trinomial,FQA_C-Value2020,FQA_C-Value2020_Numeric,FQA_NativeStatus,CONox_Status,AW_WetIndicator,GP_WetIndicator,WMVC_WetIndicator,CNHP_Tracked,CNHP_GRank,CNHP_SRank,CPW_DuckFoodValue,USDA_MajorGroup,USDA_Category,USDA_GrowthHabitSimple,USDA_GrowthHabitFull,USDA_GrowthHabitDuration_Origin,USDA_Duration,USDA_GrowthForm,USDA_GrowthRate,USDA_DroughtTolerance,USDA_ShadeTolerance,USDA_BloomPeriod,Invasiveness,IRank,IRank_Score,FQA_NameOrigin,National_USDASymbol,National_Family,National_SciName_noAuthority,Ack_Family,Ack_SciName_noAuthority,Weber2001_Family,Weber2001_SciName_no Authority,Weber2012_Family,Weber2012_SciName_no Authority,IRank_GName,National_NativeStatus,Ack_NativeStatus,Weber2001_NativeStatus,ITIS_NativeStatus,BONAP_NativeStatus,BONAP_Override,IRank_MixedOrigin,FQA_C-Value2006
1943,"HEMIM","FQA_SciName","Asteraceae","Helenium microcephalum DC. var. microcephalum","Helenium microcephalum var. microcephalum","Helenium","microcephalum","var. microcephalum","4",4,"Native",,"FACW","FACW","FACW","Yes","G5?","S1","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Annual",,,,,,,,,"Ackerfield 2015","HEMIM","Asteraceae","Helenium microcephalum var. microcephalum","Asteraceae","Helenium microcephalum var. microcephalum","Asteraceae","Helenium microcephalum","Asteraceae","Helenium microcephalum",,"Native","Native","Native","Native","Native",,,"4"
1947,"HELIA","FQA_SciName","Asteraceae","Helianthella Torr. & A. Gray","Helianthella","Helianthella",,,,,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,"HEMI2","FQA_SciName","Asteraceae","Helianthella microcephala (A. Gray) A. Gray","Helianthella microcephala","Helianthella","microcephala"," ","7",7,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HEMI2","Asteraceae","Helianthella microcephala","Asteraceae","Helianthella microcephala","Asteraceae","Helianthella microcephala","Asteraceae","Helianthella microcephala",,"Native","Native","Native","Native","Native",,,"Not Assigned"
1945,"HEPA","FQA_SciName","Asteraceae","Helianthella parryi A. Gray","Helianthella parryi","Helianthella","parryi"," ","5",5,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HEPA","Asteraceae","Helianthella parryi","Asteraceae","Helianthella parryi","Asteraceae","Helianthella parryi","Asteraceae","Helianthella parryi",,"Native","Native","Native","Native","Native",,,"5"
1946,"HEQU2","FQA_SciName","Asteraceae","Helianthella quinquenervis (Hook.) A. Gray","Helianthella quinquenervis","Helianthella","quinquenervis"," ","7",7,"Native",,"FACU","FACW","FACU",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HEQU2","Asteraceae","Helianthella quinquenervis","Asteraceae","Helianthella quinquenervis","Asteraceae","Helianthella quinquenervis","Asteraceae","Helianthella quinquenervis",,"Native","Native","Native","Native","Native",,,"7"
1948,"HEUN","FQA_SciName","Asteraceae","Helianthella uniflora (Nutt.) Torr. & A. Gray","Helianthella uniflora","Helianthella","uniflora"," ","6",6,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial","Multiple Stem","Rapid","High","Intermediate","Spring",,,,"Ackerfield 2015","HEUN","Asteraceae","Helianthella uniflora","Asteraceae","Helianthella uniflora","Asteraceae","Helianthella uniflora","Asteraceae","Helianthella uniflora",,"Native","Native","Native","Native","Native",,,"6"
1950,"HELIA2","FQA_SciName","Cistaceae","Helianthemum Mill.","Helianthemum","Helianthemum",,,"5",5,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,"HEBI2","FQA_SciName","Cistaceae","Helianthemum bicknellii Fernald","Helianthemum bicknellii","Helianthemum","bicknellii"," ","5",5,"Native",,,,,"Yes","G5","S2","NO","Angiosperms","Dicot","Forb","Subshrub, Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HEBI2","Cistaceae","Helianthemum bicknellii","Cistaceae","Helianthemum bicknellii","Cistaceae","Crocanthemum bicknellii","Cistaceae","Crocanthemum bicknellii",,"Native","Native","Native","Native","Native",,,"Not Assigned"
1953,"HELIA3","FQA_SciName","Asteraceae","Helianthus L.","Helianthus","Helianthus",,,,,"Unknown",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,"HEAN3","FQA_SciName","Asteraceae","Helianthus annuus L.","Helianthus annuus","Helianthus","annuus"," ","1",1,"Native",,"FACU","FACU","FACU",,,,"MEDIUM","Angiosperms","Dicot","Forb","Forb/herb",,"Annual","Single Crown","Rapid","Medium","Intolerant","Summer",,,,"Ackerfield 2015","HEAN3","Asteraceae","Helianthus annuus","Asteraceae","Helianthus annuus","Asteraceae","Helianthus annuus","Asteraceae","Helianthus annuus",,"Native","Native","Native","Native","Native",,,"1"
1952,"HECI","FQA_SciName","Asteraceae","Helianthus ciliaris DC.","Helianthus ciliaris","Helianthus","ciliaris"," ","0",0,"Non-native",,"FAC","FAC","UPL",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,3,,,"Ackerfield 2015","HECI","Asteraceae","Helianthus ciliaris","Asteraceae","Helianthus ciliaris","Asteraceae","Helianthus ciliaris","Asteraceae","Helianthus ciliaris",,"Native","Introduced","Non-native","Native","Adventive",,,"0"
1954,"HEMA2","FQA_SciName","Asteraceae","Helianthus maximiliani Schrad.","Helianthus maximiliani","Helianthus","maximiliani"," ","5",5,"Native",,"UPL","FACU","UPL",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial","Rhizomatous","Rapid","Medium","Intolerant","Late Summer",,,,"Ackerfield 2015","HEMA2","Asteraceae","Helianthus maximiliani","Asteraceae","Helianthus maximiliani","Asteraceae","Helianthus maximilianii","Asteraceae","Helianthus maximilianii",,"Native","Native","Native","Native","Native",,,"5"
1955,"HENU","FQA_SciName","Asteraceae","Helianthus nuttallii Torr. & A. Gray","Helianthus nuttallii","Helianthus","nuttallii"," ","3",3,"Native",,"FACW","FACW","FACW",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial","Rhizomatous","Moderate","Low","Intolerant","Mid Summer",,,,"Ackerfield 2015","HENU","Asteraceae","Helianthus nuttallii","Asteraceae","Helianthus nuttallii","Asteraceae","Helianthus nuttallii","Asteraceae","Helianthus nuttallii",,"Native","Native","Native","Native","Native",,,"3"
1956,"HEPE","FQA_SciName","Asteraceae","Helianthus petiolaris Nutt.","Helianthus petiolaris","Helianthus","petiolaris"," ","2",2,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Annual",,,,,,,,,"Ackerfield 2015","HEPE","Asteraceae","Helianthus petiolaris","Asteraceae","Helianthus petiolaris","Asteraceae","Helianthus petiolaris","Asteraceae","Helianthus petiolaris",,"Native","Native","Native","Native","Native",,,"2"
1957,"HEPEF","FQA_SciName","Asteraceae","Helianthus petiolaris Nutt. ssp. fallax Heiser","Helianthus petiolaris ssp. fallax","Helianthus","petiolaris","ssp. fallax","2",2,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,"Annual",,,,,,,,,"Ackerfield 2015","HEPEF","Asteraceae","Helianthus petiolaris ssp. fallax","Asteraceae","Helianthus petiolaris ssp. fallax",,,,,,"Native","Native",,"Native","Native",,,"2"
1958,"HEPEP","FQA_SciName","Asteraceae","Helianthus petiolaris Nutt. ssp. petiolaris","Helianthus petiolaris ssp. petiolaris","Helianthus","petiolaris","ssp. petiolaris","2",2,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,"Annual",,,,,,,,,"Ackerfield 2015","HEPEP","Asteraceae","Helianthus petiolaris ssp. petiolaris","Asteraceae","Helianthus petiolaris ssp. petiolaris",,,,,,"Native","Native",,"Native","Native",,,"2"
1959,"HEPU3","FQA_SciName","Asteraceae","Helianthus pumilus Nutt.","Helianthus pumilus","Helianthus","pumilus"," ","4",4,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HEPU3","Asteraceae","Helianthus pumilus","Asteraceae","Helianthus pumilus","Asteraceae","Helianthus pumilus","Asteraceae","Helianthus pumilus",,"Native","Native","Native","Native","Native",,,"4"
1960,"HERIS2","FQA_SciName","Asteraceae","Helianthus rigidus (Cass.) Desf. ssp. subrhomboideus (Rydb.) Heiser","Helianthus rigidus ssp. subrhomboideus","Helianthus","rigidus","ssp. subrhomboideus","6",6,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HEPAS","Asteraceae","Helianthus pauciflorus ssp. subrhomboideus","Asteraceae","Helianthus rigidus ssp. subrhomboideus","Asteraceae","Helianthus rigidus ssp. subrhomboideus","Asteraceae","Helianthus pauciflorus ssp. subrhomboidus",,"Native","Native","Native","Native","Native",,,"6"
1961,"HETU","FQA_SciName","Asteraceae","Helianthus tuberosus L.","Helianthus tuberosus","Helianthus","tuberosus"," ","0",0,"Non-native",,"FACU","FACU","FACU",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial","Rhizomatous","Rapid","High","Intermediate","Late Summer",,,,"Ackerfield 2015","HETU","Asteraceae","Helianthus tuberosus","Asteraceae","Helianthus tuberosus","Asteraceae","Helianthus tuberosus","Asteraceae","Helianthus tuberosus",,"Native","Introduced","Non-native","Native","Adventive",,,"0"
1962,"HELIC","FQA_SciName","Poaceae","Helictotrichon Besser ex Schult. & Schult. f.","Helictotrichon","Helictotrichon",,,"9",9,"Native",,,,,,,,,"Angiosperms","Monocot","Graminoid","Graminoid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,"HEMO3","FQA_SciName","Poaceae","Helictotrichon mortonianum (Scribn.) Henr.","Helictotrichon mortonianum","Helictotrichon","mortonianum"," ","9",9,"Native",,,,,,,,"NO","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial",,,,,,,,,"Ackerfield 2015","HEMO3","Poaceae","Helictotrichon mortonianum","Poaceae","Helictotrichon mortonianum","Poaceae","Helictotrichon mortonianum","Poaceae","Helictotrichon mortonianum",,"Native","Native","Native","Native","Native",,,"Not Assigned"
1967,"HELIO4","FQA_SciName","Asteraceae","Heliomeris Nutt.","Heliomeris","Heliomeris",,,"4",4,"Native",,,,,,,,,"Angiosperms","Dicot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,"HEMU3","FQA_SciName","Asteraceae","Heliomeris multiflora Nutt.","Heliomeris multiflora","Heliomeris","multiflora"," ","4",4,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Subshrub, Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HEMU3","Asteraceae","Heliomeris multiflora","Asteraceae","Heliomeris multiflora","Asteraceae","Heliomeris multiflora","Asteraceae","Heliomeris multiflora",,"Native","Native","Native","Native","Native",,,"4"
1965,"HEMUM","FQA_SciName","Asteraceae","Heliomeris multiflora Nutt. var. multiflora","Heliomeris multiflora var. multiflora","Heliomeris","multiflora","var. multiflora","4",4,"Native",,,,,,,,,"Angiosperms","Dicot","Shrub","Subshrub, Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HEMUM","Asteraceae","Heliomeris multiflora var. multiflora","Asteraceae","Heliomeris multiflora var. multiflora",,,"Asteraceae","Heliomeris multiflora var. multiflora",,"Native","Native",,"Native","Native",,,"4"
1966,"HEMUN","FQA_SciName","Asteraceae","Heliomeris multiflora Nutt. var. nevadensis (A. Nelson) Yates","Heliomeris multiflora var. nevadensis","Heliomeris","multiflora","var. nevadensis","4",4,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HEMUN","Asteraceae","Heliomeris multiflora var. nevadensis","Asteraceae","Heliomeris multiflora var. nevadensis",,,"Asteraceae","Heliomeris multiflora var. nevadensis",,"Native","Native",,"Native","Native",,,"4"
1969,"HELIO2","FQA_SciName","Asteraceae","Heliopsis Pers.","Heliopsis","Heliopsis",,,"5",5,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,"HEHES","FQA_SciName","Asteraceae","Heliopsis helianthoides (L.) Sweet var. scabra (Dunal) Fernald","Heliopsis helianthoides var. scabra","Heliopsis","helianthoides","var. scabra","5",5,"Native",,"FACU","FACU","FACU",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial","Single Crown","Moderate","High","Intermediate","Summer",,,,"Ackerfield 2015","HEHES","Asteraceae","Heliopsis helianthoides var. scabra","Asteraceae","Heliopsis helianthoides var. scabra","Asteraceae","Heliopsis helianthoides var. scabra","Asteraceae","Heliopsis helianthoides var. scabra",,"Native","Native","Native","Native","Native",,,"Not Assigned"
4289,"ZZ_HELIOT","FQA_SciName InventedSymbol - Not in PLANTS","Heliotropiaceae","Heliotropiaceae","Heliotropiaceae",,,,,,,,,,,,,,,"Angiosperms","Dicot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,"HELIO3","FQA_SciName","Heliotropiaceae","Heliotropium L.","Heliotropium","Heliotropium",,,"4",4,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,"HECU3","FQA_SciName","Heliotropiaceae","Heliotropium curassavicum L.","Heliotropium curassavicum","Heliotropium","curassavicum"," ","4",4,"Native",,"FACU","OBL","OBL",,,,,"Angiosperms","Dicot","Forb","Forb/herb, Subshrub",,"Annual, Perennial","Rhizomatous","Moderate","Medium","Intolerant","Mid Spring",,,,"Ackerfield 2015","HECU3","Boraginaceae","Heliotropium curassavicum","Heliotropiaceae","Heliotropium curassavicum",,,,,,"Native","Native",,"Native","Native",,,"Not Assigned"
1971,"HECUO2","FQA_SciName","Heliotropiaceae","Heliotropium curassavicum L. var. obovatum DC.","Heliotropium curassavicum var. obovatum","Heliotropium","curassavicum","var. obovatum","4",4,"Native",,"FACU","OBL","OBL",,,,,"Angiosperms","Dicot","Forb","Forb/herb, Subshrub",,"Perennial, Annual",,,,,,,,,"Ackerfield 2015","HECUO2","Boraginaceae","Heliotropium curassavicum var. obovatum","Heliotropiaceae","Heliotropium curassavicum var. obovatum",,,,,,"Native","Native",,"Native","Native",,,"Not Assigned"
1972,"HECUO","FQA_SciName","Heliotropiaceae","Heliotropium curassavicum L. var. oculatum (A. Heller) I.M. Johnst.","Heliotropium curassavicum var. oculatum","Heliotropium","curassavicum","var. oculatum","4",4,"Native",,"FACU","OBL","OBL",,,,"NO","Angiosperms","Dicot","Forb","Subshrub, Forb/herb",,"Annual, Perennial",,,,,,,,,"Ackerfield 2015","HECUO","Boraginaceae","Heliotropium curassavicum var. oculatum","Heliotropiaceae","Heliotropium curassavicum var. oculatum","Boraginaceae","Heliotropium curassavicum ssp. oculatum","Boraginaceae","Heliotropium curassavicum ssp. oculatum",,"Native","Native","Non-native","Native","Native",,,"0"
1975,"HEMER","FQA_SciName","Liliaceae","Hemerocallis L.","Hemerocallis","Hemerocallis",,,"0",0,"Non-native",,,,,,,,,"Angiosperms","Monocot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,"HEFU","FQA_SciName","Liliaceae","Hemerocallis fulva (L.) L.","Hemerocallis fulva","Hemerocallis","fulva"," ","0",0,"Non-native",,"FACU","FACU","FACU",,,,,"Angiosperms","Monocot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HEFU","Liliaceae","Hemerocallis fulva","Liliaceae","Hemerocallis fulva",,,,,,"Introduced","Introduced",,"Introduced","Exotic",,,"0"
1976,"HERAC","FQA_SciName","Apiaceae","Heracleum L.","Heracleum","Heracleum",,,"6",6,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,"HEMA80","FQA_SciName","Apiaceae","Heracleum maximum Bartram","Heracleum maximum","Heracleum","maximum"," ","6",6,"Native",,"FACW","FAC","FAC",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial","Multiple Stem","Moderate","Low","Intolerant","Early Summer",,,,"Ackerfield 2015","HEMA80","Apiaceae","Heracleum maximum","Apiaceae","Heracleum maximum","Apiaceae","Heracleum sphondylium ssp. montanum","Apiaceae","Heracleum sphondylium ssp. montanum",,"Native","Native","Native","Native","Native",,,"6"
1978,"ZZ_HERNIA","FQA_SciName InventedSymbol - Not in PLANTS","Caryophyllaceae","Herniaria","Herniaria","Herniaria",,,"0",0,"Non-native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,"HEGL8","FQA_SciName","Caryophyllaceae","Herniaria glabra L.","Herniaria glabra","Herniaria","glabra"," ","0",0,"Non-native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,"Annual, Perennial",,,,,,,,,"Ackerfield 2015","HEGL8","Caryophyllaceae","Herniaria glabra","Caryophyllaceae","Herniaria glabra",,,,,,"Introduced","Introduced",,"Introduced","Exotic",,,"0"
1980,"ZZ_HERRIC","FQA_SciName InventedSymbol - Not in PLANTS","Asteraceae","Herrickia","Herrickia","Herrickia",,,,,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,"EUGLG2","National_SciName","Asteraceae","Herrickia glauca (Nutt.) Brouillet var. glauca","Herrickia glauca var. glauca","Herrickia","glauca","var. glauca","6",6,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","EUGLG2","Asteraceae","Eurybia glauca var. glauca","Asteraceae","Herrickia glauca var. glauca","Asteraceae","Eucephalus glaucus","Asteraceae","Eucephalus glaucus",,"Native","Native","Native","Native","Native",,,"6"
1982,"HEHO7","FQA_SciName","Asteraceae","Herrickia horrida Wooton & Standl.","Herrickia horrida","Herrickia","horrida"," ","7",7,"Native",,,,,"Yes","G3","S1","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","EUHO4","Asteraceae","Eurybia horrida","Asteraceae","Herrickia horrida","Asteraceae","Herrickia horrida","Asteraceae","Herrickia horrida",,"Native","Native","Native","Native","Native",,,"Not Assigned"
1983,"ZZ_HESPER","FQA_SciName InventedSymbol - Not in PLANTS","Brassicaceae","Hesperidanthus","Hesperidanthus","Hesperidanthus",,,"6",6,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,"HELI6","FQA_SciName","Brassicaceae","Hesperidanthus linearifolius (A. Gray) Rydb.","Hesperidanthus linearifolius","Hesperidanthus","linearifolius"," ","6",6,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Subshrub, Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","SCLI12","Brassicaceae","Schoenocrambe linearifolia","Brassicaceae","Hesperidanthus linearifolius","Brassicaceae","Schoenocrambe linearifolia","Brassicaceae","Schoenocrambe linearifolia",,"Native","Native","Native","Native","Native",,,"6"
1985,"HESPE2","FQA_SciName","Brassicaceae","Hesperis L.","Hesperis","Hesperis",,,"0",0,"Non-native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,"HEMA3","FQA_SciName","Brassicaceae","Hesperis matronalis L.","Hesperis matronalis","Hesperis","matronalis"," ","0",0,"Non-native","List B","FACU","FACU","FACU",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Biennial, Perennial","Bunch","Rapid","Medium","Intermediate","Spring",4,"Medium/Low",4,"Ackerfield 2015","HEMA3","Brassicaceae","Hesperis matronalis","Brassicaceae","Hesperis matronalis","Brassicaceae","Hesperis matronalis","Brassicaceae","Hesperis matronalis","Hesperis matronalis","Introduced","Introduced","Non-native","Introduced","Exotic",,,"0"
1988,"HESPE4","FQA_SciName","Hydrophyllaceae","Hesperochiron S. Watson","Hesperochiron","Hesperochiron",,,,,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,"HEPU6","FQA_SciName","Hydrophyllaceae","Hesperochiron pumilus (Douglas ex Griseb.) Porter","Hesperochiron pumilus","Hesperochiron","pumilus"," ","Not Assigned",,"Native",,"FAC",,"FAC","Yes","G4","SH","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HEPU6","Hydrophyllaceae","Hesperochiron pumilus","Hydrophyllaceae","Hesperochiron pumilus","Hydrophyllaceae","Hesperochiron pumilus","Hydrophyllaceae","Hesperochiron pumilus",,"Native","Native","Native","Native","Native",,,"Not Assigned"
1989,"HESPE11","FQA_SciName","Poaceae","Hesperostipa (Elias) Barkworth","Hesperostipa","Hesperostipa",,,,,"Native",,,,,,,,,"Angiosperms","Monocot","Graminoid","Graminoid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,"HECO26","FQA_SciName","Poaceae","Hesperostipa comata (Trin. & Rupr.) Barkworth","Hesperostipa comata","Hesperostipa","comata"," ","6",6,"Native",,,,,,,,"NO","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial",,,,,,,,,"Ackerfield 2015","HECO26","Poaceae","Hesperostipa comata","Poaceae","Hesperostipa comata","Poaceae","Hesperostipa comata","Poaceae","Hesperostipa comata",,"Native","Native","Native","Native","Native",,,"6"
1991,"HENE5","FQA_SciName","Poaceae","Hesperostipa neomexicana (Thurb. ex J.M. Coult.) Barkworth","Hesperostipa neomexicana","Hesperostipa","neomexicana"," ","8",8,"Native",,,,,,,,"NO","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial",,,,,,,,,"Ackerfield 2015","HENE5","Poaceae","Hesperostipa neomexicana","Poaceae","Hesperostipa neomexicana","Poaceae","Hesperostipa neomexicana","Poaceae","Hesperostipa neomexicana",,"Native","Native","Native","Native","Native",,,"8"
1992,"HESP11","FQA_SciName","Poaceae","Hesperostipa spartea (Trin.) Barkworth","Hesperostipa spartea","Hesperostipa","spartea"," ","10",10,"Native",,,,,,,,"NO","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial","Bunch","Moderate","Medium","Intolerant","Late Spring",,,,"Ackerfield 2015","HESP11","Poaceae","Hesperostipa spartea","Poaceae","Hesperostipa spartea","Poaceae","Hesperostipa spartea","Poaceae","Hesperostipa spartea",,"Native","Native","Native","Native","Native",,,"10"
1995,"HETER","FQA_SciName","Pontederiaceae","Heteranthera Ruiz & Pav.","Heteranthera","Heteranthera",,,"7",7,"Native",,,,,,,,,"Angiosperms","Monocot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,"HEDU2","FQA_SciName","Pontederiaceae","Heteranthera dubia (Jacq.) MacMill.","Heteranthera dubia","Heteranthera","dubia"," ","7",7,"Native",,"OBL","OBL","OBL","Yes","G5","S1","NO","Angiosperms","Monocot","Forb","Forb/herb",,"Annual, Perennial",,,,,,,,,"Ackerfield 2015","HEDU2","Pontederiaceae","Heteranthera dubia","Pontederiaceae","Heteranthera dubia","Pontederiaceae","Zosterella dubia","Pontederiaceae","Zosterella dubia",,"Native","Native","Native","Native","Native",,,"Not Assigned"
1994,"HELI2","FQA_SciName","Pontederiaceae","Heteranthera limosa (Sw.) Willd.","Heteranthera limosa","Heteranthera","limosa"," ","7",7,"Native",,"OBL","OBL","OBL",,,,"MEDIUM","Angiosperms","Monocot","Forb","Forb/herb",,"Annual",,,,,,,,,"Ackerfield 2015","HELI2","Pontederiaceae","Heteranthera limosa","Pontederiaceae","Heteranthera limosa","Pontederiaceae","Heteranthera limosa","Pontederiaceae","Heteranthera limosa",,"Native","Native","Native","Native","Native",,,"Not Assigned"
1996,"HETER2","FQA_SciName","Campanulaceae","Heterocodon Nutt.","Heterocodon","Heterocodon",,,"8",8,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,"HERA3","FQA_SciName","Campanulaceae","Heterocodon rariflorum Nutt.","Heterocodon rariflorum","Heterocodon","rariflorum"," ","8",8,"Native",,"FACW",,"FAC","Yes","G5","SH","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Annual",,,,,,,,,"Ackerfield 2015","HERA3","Campanulaceae","Heterocodon rariflorum","Campanulaceae","Heterocodon rariflorum","Campanulaceae","Heterocodon rariflorus","Campanulaceae","Heterocodon rariflorum",,"Native","Native","Native","Native","Native",,,"Not Assigned"
1998,"HETER7","FQA_SciName","Asteraceae","Heterosperma Cav.","Heterosperma","Heterosperma",,,"6",6,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,"HEPI2","FQA_SciName","Asteraceae","Heterosperma pinnatum Cav.","Heterosperma pinnatum","Heterosperma","pinnatum"," ","6",6,"Native",,,,,"Yes","G5?","S1","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Annual",,,,,,,,,"Ackerfield 2015","HEPI2","Asteraceae","Heterosperma pinnatum","Asteraceae","Heterosperma pinnatum","Asteraceae","Heterospermum pinnatum","Asteraceae","Heterospermum pinnatum",,"Native","Native","Native","Native","Native",,,"6"
2001,"HETER8","FQA_SciName","Asteraceae","Heterotheca Cass.","Heterotheca","Heterotheca",,,,,"Native",,,,,,,,,"Angiosperms","Dicot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,"HECA8","FQA_SciName","Asteraceae","Heterotheca canescens (DC.) Shinners","Heterotheca canescens","Heterotheca","canescens"," ","6",6,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Subshrub, Forb/herb",,"Perennial",,,,,,,,,"USDA PLANTS","HECA8","Asteraceae","Heterotheca canescens",,,"Asteraceae","Heterotheca canescens","Asteraceae","Heterotheca canescens",,"Native",,"Native","Native","Native",,,"6"
2002,"HEFO9","FQA_SciName","Asteraceae","Heterotheca foliosa (Nutt.) Shinners","Heterotheca foliosa","Heterotheca","foliosa"," ","4",4,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HEVIF","Asteraceae","Heterotheca villosa var. foliosa","Asteraceae","Heterotheca foliosa","Asteraceae","Heterotheca foliosa",,,,"Native","Native","Native","Native","Native",,,"Not Assigned"
2003,"HEFU3","FQA_SciName","Asteraceae","Heterotheca fulcrata (Greene) Shinners","Heterotheca fulcrata","Heterotheca","fulcrata"," ","5",5,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb, Subshrub",,"Perennial",,,,,,,,,"USDA PLANTS","HEFU3","Asteraceae","Heterotheca fulcrata","Asteraceae",,"Asteraceae","Heterotheca fulcrata","Asteraceae","Heterotheca fulcrata",,"Native",,"Native","Native","Native",,,"5"
